Ticker,Security Type,Exchange,Country,Sector,Current Price,Shares Outstanding,Market Cap,Net Income,EPS,P/E Ratio (TTM),BVPS,P/B Ratio,Earnings Growth,Revenue Growth,Dividend Yield,Gross Margin,Profit Margin,Debt to Equity,Free Cash Flow,Current Ratio,Quick Ratio,ROE,ROA
1822.hk,EQUITY,HKG,Hong Kong,Basic Materials,0.162,822438680.0,133235064.0,-4008000.0,-0.07,,0.102,1.5882354,,-0.156,,0.08053,0.19769,7.317,-106229248.0,3.509,3.465,-0.20284,-0.00546
1823.hk,EQUITY,HKG,Hong Kong,Industrials,1.22,412608000.0,503381760.0,-43752000.0,-0.09,,1.762,0.69239503,,-0.411,,0.16246,-0.30142,24.525,-224633248.0,3.447,1.11,-0.048800003,-0.0136899995
1825.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.131,345600000.0,48038400.0,-6143000.0,-0.02,,0.088,1.4886364,,-0.181,,0.18322,-0.01286,358.24,128873000.0,0.462,0.338,-0.21244,0.025929999
1826.hk,EQUITY,HKG,Hong Kong,Industrials,0.051,1332000000.0,67932000.0,-549000.0,-0.0,,-0.004,-12.749999,,-0.116,,0.018029999,-0.00125,,-7744875.0,0.986,0.909,,-0.01752
1827.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.92,400000000.0,368000000.0,10590000.0,0.03,30.666668,0.369,2.493225,24.876,-0.211,,0.50604,0.02627,60.152,93594000.0,1.194,0.757,0.074489996,0.03195
1828.hk,EQUITY,HKG,Hong Kong,Financial Services,39.4,1276005277.0,51167813632.0,68000000.0,-0.09,,6.915,5.6977587,14.675,-0.021,,0.34862998,0.02167,42.857,-1019750016.0,4.663,2.627,0.00801,0.00735
1830.hk,EQUITY,HKG,Hong Kong,Healthcare,1.37,1256197771.0,1746114944.0,206895008.0,0.16,8.5625,0.302,4.536424,-0.558,-0.248,7.74,0.62166,0.18344,57.204,219250880.0,1.181,1.049,0.47140998,0.14357
1832.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.52,360000000.0,197999984.0,-18878000.0,-0.41,,0.069,7.536232,,-0.002,,0.33889,-0.44149,402.881,256750.0,0.21,0.13,-0.57978,-0.04768
1836.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,16.28,837107500.0,13628110848.0,157738000.0,1.46,11.150685,1.295,12.571429,-0.17,0.007,6.39,0.23238,0.10175,6.179,67653128.0,2.796,2.002,0.14252,0.06903
1841.hk,EQUITY,HKG,Hong Kong,Industrials,0.229,400000000.0,91600000.0,-1594000.0,-0.0,,0.269,0.85130113,,-0.288,,0.4368,-0.01629,1.476,-1871375.0,5.329,5.329,-0.01469,-0.01742
1842.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.056,1200000000.0,68400008.0,-7159000.0,-0.01,,0.101,0.55445546,,-0.026,,0.17058,-0.02359,33.675,-5179000.0,1.603,1.13,-0.05683,-0.01303
1848.hk,EQUITY,HKG,Hong Kong,Industrials,4.76,747974981.0,3650118144.0,266322000.0,0.36,13.222222,5.615,0.8477294,0.066,-0.118,6.3,1.0,0.14339,839.003,,1.349,0.76,0.054759998,0.00486
1850.hk,EQUITY,HKG,Hong Kong,Industrials,0.55,172800000.0,95040000.0,568000.0,0.01,55.000004,8.518,0.06456915,,-0.388,,0.06922,0.0015199999,20.648,-31940000.0,2.923,2.11,0.00271,0.00603
1854.hk,EQUITY,HKG,Hong Kong,Consumer Defensive,0.99,2037229769.0,2037229824.0,-71522000.0,-0.04,,0.081,12.222222,,1.442,,0.03766,-0.0621,24.05,,2.167,2.076,,
1865.hk,EQUITY,HKG,Hong Kong,Industrials,0.255,736736000.0,191551360.0,-12976000.0,-0.18,,0.103,2.475728,,0.165,,0.1592,-0.21826,26.833,-15163250.0,2.467,1.555,-0.17253,-0.05921
1867.hk,EQUITY,HKG,Hong Kong,Industrials,0.28,1494000000.0,433260000.0,-50034000.0,-0.03,,0.063,4.444444,,-0.152,,-0.0049799997,-0.16621,181.686,-92827752.0,0.979,0.963,-0.39547002,-0.07427
1868.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.365,2094465417.0,764479872.0,30517000.0,0.02,18.25,0.764,0.4777487,-0.574,-0.015,,0.41952,0.041139998,1.702,51428376.0,7.003,3.576,0.01946,-0.01047
1869.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.122,1410250000.0,173460752.0,-46407000.0,-0.04,,-0.048,-2.5416667,,-0.137,,0.117060006,-0.35866,,12703750.0,0.279,0.153,,-0.21725
1870.hk,EQUITY,HKG,Hong Kong,Industrials,0.4,987170000.0,404739712.0,-22944000.0,-0.03,,0.144,2.777778,,-0.197,,0.15807,-0.124639995,37.246,-3787125.0,1.916,1.532,-0.19959,-0.05901
1876.hk,EQUITY,HKG,Hong Kong,Consumer Defensive,8.24,13217832859.0,108914941952.0,578000000.0,0.35,23.542856,0.779,10.577663,-0.081,-0.088,5.33,0.50283,0.09909,2.96,,,,,
1878.hk,EQUITY,HKG,Hong Kong,Energy,2.34,296704666.0,703190016.0,33319000.0,0.87,2.689655,-0.365,-6.4109583,,0.673,,0.10342,0.05585,,-67534752.0,0.471,0.071,,0.05322
1882.hk,EQUITY,HKG,Hong Kong,Industrials,22.32,1596000000.0,36420718592.0,3271211008.0,2.24,9.964286,13.55,1.6472324,0.126,0.125,3.27,0.32719,0.19098,11.284,270346880.0,1.704,1.206,0.15974,0.0681
1883.hk,EQUITY,HKG,Hong Kong,Communication Services,2.53,3700891382.0,9474281472.0,916000000.0,0.25,10.12,2.905,0.8709122,0.013,-0.017,7.43,0.34475,0.09651,34.561,1205500032.0,0.977,0.958,0.086289994,0.046240002
1884.hk,EQUITY,HKG,Hong Kong,Industrials,0.123,550000000.0,67650000.0,-6130000.0,-0.01,,0.408,0.3014706,-0.017,-0.111,,0.39036,-0.02095,40.786,-34982624.0,1.144,0.959,-0.02345,-0.00877
1888.hk,EQUITY,HKG,Hong Kong,Technology,12.03,3120000000.0,38563196928.0,1531616000.0,0.49,24.55102,4.789,2.5120065,0.283,0.11,2.49,0.1712,0.07858,29.846,1697906816.0,1.78,1.416,0.10152,0.051370002
1889.hk,EQUITY,HKG,Hong Kong,Healthcare,0.51,152898695.0,81036304.0,-33248000.0,-0.25,,2.001,0.25487256,,0.286,,0.1761,-0.16654,17.473,1523875.0,2.638,2.576,-0.10729,-0.02481
1894.hk,EQUITY,HKG,Hong Kong,Basic Materials,0.033,921120000.0,30396960.0,-24012000.0,-0.03,,0.157,0.21019107,,0.507,,0.013710001,-0.12805,0.056,-30032124.0,6.66,5.156,-0.15773,-0.06158
1897.hk,EQUITY,HKG,Hong Kong,Industrials,0.44,405939630.0,178613424.0,9110000.0,0.02,22.0,1.288,0.3416149,-0.608,-0.495,2.95,0.07199,0.0221,0.167,37637248.0,6.103,5.726,0.017339999,0.00199
1906.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.54,1471123710.0,794406848.0,-20899000.0,-0.02,,0.24,2.2500002,-0.821,-0.193,,0.31459,-0.08744001,60.289,-98706376.0,0.671,0.237,-0.062179998,-0.01839
1908.hk,EQUITY,HKG,Hong Kong,Real Estate,16.67,2099972532.0,35552534528.0,4365100032.0,2.44,6.831967,13.141,1.2685488,0.052,0.043,7.2,0.13485,0.033940002,86.677,5648548352.0,1.572,0.489,0.06358,0.01474
1912.hk,EQUITY,HKG,Hong Kong,Technology,0.071,1317742380.0,94877448.0,-9707200.0,-0.06,,0.01,7.1000004,,-0.048,,0.026919998,-0.15766,102.447,,1.152,0.759,,
1929.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,15.0,9864944600.0,147974176768.0,5915500032.0,0.59,25.42373,2.646,5.6689343,0.738,-0.151,3.47,0.29507,0.06598,75.891,17886074880.0,1.398,0.246,0.22124,0.10516
1932.hk,EQUITY,HKG,Hong Kong,Basic Materials,0.142,1000000000.0,142000000.0,-62094000.0,-0.06,,0.363,0.39118457,,-0.283,,0.40505,-0.22227,45.023,18656750.0,1.265,0.855,-0.15874,-0.02791
1943.hk,EQUITY,HKG,Hong Kong,Basic Materials,0.86,1028970000.0,895203904.0,-99379000.0,-0.1,,0.106,8.113208,,,,-0.27186,-0.5887,,-57966752.0,3.582,2.727,-0.68678004,-0.29134
1955.hk,EQUITY,HKG,Hong Kong,Industrials,0.53,500000000.0,269999968.0,15954000.0,0.03,17.666666,1.215,0.43621397,-0.12,0.512,1.64,0.05149,0.0086900005,1.67,-109942496.0,2.566,2.428,0.026500002,0.00897
1962.hk,EQUITY,HKG,Hong Kong,Consumer Defensive,0.45,636182000.0,286281888.0,30539000.0,0.04,11.25,1.237,0.36378333,-0.366,-0.113,8.89,0.24941,0.03192,82.118,63303624.0,1.332,0.524,0.04304,0.029140001
1972.hk,EQUITY,HKG,Hong Kong,Real Estate,22.7,5757484800.0,131846406144.0,-3764000000.0,-0.65,,47.012,0.48285544,,0.073,4.89,0.67627996,-0.23156,20.621,3215000064.0,1.193,0.626,-0.013259999,0.01469
1975.hk,EQUITY,HKG,Hong Kong,Industrials,0.39,480000000.0,187200000.0,-88648000.0,-0.18,,0.774,0.503876,,-0.235,8.97,0.28209,-0.40601003,25.494,6744500.0,6.158,5.683,-0.2083,-0.01184
1977.hk,EQUITY,HKG,Hong Kong,Industrials,0.91,1400000000.0,1274000000.0,133667000.0,0.1,9.1,1.617,0.5627706,-0.028,-0.12,5.05,0.1665,0.022060001,22.481,128934872.0,1.387,1.348,0.058920003,0.02377
1978.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.37,800000000.0,296000000.0,-6160000.0,-0.01,,0.29,1.2758621,,0.034,24.14,0.33101,-0.0057200002,119.352,43449500.0,0.77,0.491,-0.02624,0.02585
1979.hk,EQUITY,HKG,Hong Kong,Industrials,2.21,1030388965.0,2308071168.0,419718016.0,0.41,5.390244,1.987,1.1122295,0.204,0.193,5.61,0.18301001,0.07159,32.487,-386336992.0,1.117,0.641,0.22423,0.06361
1982.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.9,2279392000.0,2051452800.0,342327008.0,0.15,5.9999995,1.04,0.86538464,-0.392,-0.052,12.56,0.17964001,0.078660004,41.576,-88694752.0,1.576,0.413,0.13574,0.055320002
1985.hk,EQUITY,HKG,Hong Kong,Technology,1.26,300000000.0,381000000.0,8157000.0,0.03,42.0,0.825,1.5272727,,0.047,,0.12623,0.0054699997,31.471,52077624.0,1.31,1.029,0.04039,0.02161
1991.hk,EQUITY,HKG,Hong Kong,Communication Services,1.15,172006700.0,215008368.0,-56915000.0,-0.43,,0.147,7.823129,,-0.435,,0.1892,-0.076230004,694.341,-28713124.0,0.784,0.137,-0.51026,0.00601
1993.hk,EQUITY,HKG,Hong Kong,Communication Services,0.68,484910739.0,329739328.0,-47316000.0,-0.11,,-0.356,-1.9101124,,-0.274,,0.2823,-0.0392,400.751,489187616.0,0.737,0.585,0.12965,-0.01087
1997.hk,EQUITY,HKG,Hong Kong,Real Estate,25.42,3036227327.0,77180895232.0,-463000000.0,-0.15,,61.006,0.41668034,,-0.014,5.19,0.78764,-0.03612,18.326,5834250240.0,0.21,0.151,-0.0028,0.02499
1999.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,5.05,3878083200.0,19778224128.0,2062616960.0,0.53,9.528303,3.278,1.5405735,-0.207,-0.093,5.94,0.40492,0.12203,32.144,1561676160.0,1.363,1.024,0.16126,0.097770005
2003.hk,EQUITY,HKG,Hong Kong,Financial Services,2.84,485532089.0,1378911104.0,573809984.0,1.28,2.21875,9.783,0.2902995,0.785,0.701,8.8,0.44541,0.16625,157.464,,3.712,2.978,0.12759,0.043720003
2005.hk,EQUITY,HKG,Hong Kong,Healthcare,3.15,2906913385.0,9214915584.0,658921024.0,0.22,14.318182,2.478,1.2711865,-0.583,-0.357,4.6,0.42675,0.14382,52.893,262496496.0,3.117,2.15,0.08809,0.043109998
2008.hk,EQUITY,HKG,Hong Kong,Communication Services,1.56,499365950.0,813966464.0,-273412000.0,-0.55,,5.451,0.286186,,-0.162,,0.0055199997,-0.13234,18.874,417182496.0,2.006,1.888,-0.087790005,-0.03604
2011.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,1.79,574497800.0,1028351040.0,47826000.0,0.08,22.375,0.372,4.8118277,1.434,0.213,,0.50584,0.1301,90.121,113536376.0,1.448,1.247,0.26764,0.08874
2031.hk,EQUITY,HKG,Hong Kong,Consumer Defensive,0.375,762000000.0,285750016.0,27911000.0,0.04,9.375,0.251,1.494024,-0.053,0.035,5.33,0.86452,0.10354,10.692,34211124.0,4.747,3.779,0.15111,0.095290005
2033.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.335,2058068000.0,689452800.0,-17535000.0,-0.01,,1.099,0.3048226,,-0.228,2.09,0.69304,-0.02543,1.72,31664124.0,8.819,7.73,-0.00823,-0.020680001
2078.hk,EQUITY,HKG,Hong Kong,Basic Materials,0.142,1199405000.0,170315520.0,-4209000.0,-0.0,,0.591,0.24027073,,-0.441,,0.16295,-0.0058,30.906,-132407624.0,1.46,1.009,-0.0058899997,-0.01742
2080.hk,EQUITY,HKG,Hong Kong,Real Estate,0.45,492984000.0,221842800.0,26470000.0,0.05,9.0,0.509,0.88408643,,,,0.66723996,0.072340004,16.587,86796624.0,1.502,1.461,0.110139996,0.04364
2086.hk,EQUITY,HKG,Hong Kong,Industrials,0.53,319565000.0,169369440.0,-3571000.0,-0.01,,0.179,2.9608936,,-0.135,,0.53294,-0.03803,8.843,-5776125.0,3.095,1.925,-0.061189998,-0.03023
2102.hk,EQUITY,HKG,Hong Kong,Industrials,0.28,1000000000.0,290000000.0,28163000.0,0.03,9.333334,0.442,0.6334842,,0.221,12.5,0.20482999,0.08517,0.549,91209624.0,12.22,7.106,0.0636,0.03746
2110.hk,EQUITY,HKG,Hong Kong,Industrials,0.146,300000000.0,44400000.0,-34484000.0,-0.12,,0.145,1.0068966,,-0.051,,-0.06743,-0.17005,5.879,-4518250.0,1.796,1.77,-0.58764,-0.21455999
2112.hk,EQUITY,HKG,Hong Kong,Basic Materials,0.062,1500000000.0,93000000.0,-38951000.0,-0.2,,-0.111,-0.5585585,,0.41,,0.1428,-2.4026,,-4443625.0,0.253,0.244,,-0.19986999
2113.hk,EQUITY,HKG,Hong Kong,Industrials,0.075,804750000.0,60356252.0,-1601000.0,-0.0,,-0.019,-3.9473686,,,,-0.21573,-0.10067,,-9520375.0,0.697,0.684,,-0.13572
2119.hk,EQUITY,HKG,Hong Kong,Consumer Defensive,0.56,720731512.0,410816960.0,47807000.0,0.07,8.0,0.725,0.7724138,-0.312,0.089,6.79,0.31409,0.06356,5.292,-14427000.0,2.992,1.563,0.092819996,0.0615
2130.hk,EQUITY,HKG,Hong Kong,Industrials,3.36,300489000.0,1009643008.0,28828000.0,0.1,33.6,1.844,1.8221258,-0.171,0.194,0.6,0.17608,0.00966,78.312,118898376.0,1.147,1.142,0.05386,0.03433
2132.hk,EQUITY,HKG,Hong Kong,Industrials,0.145,1600000000.0,241599984.0,13255000.0,0.01,14.5,0.205,0.70731705,0.27,-0.215,,0.031240001,0.01035,3.494,98751128.0,1.914,1.849,0.041199997,0.00391
2136.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.67,1464448500.0,981180544.0,-65503000.0,-0.05,,6.402,0.1046548,,-0.042,,0.54475,-0.053439997,42.987,273731872.0,2.829,2.73,0.0054,-0.0060799997
2138.hk,EQUITY,HKG,Hong Kong,Healthcare,0.65,1175246772.0,763910336.0,-167186000.0,-0.14,,1.513,0.42961,,-0.006,1.54,0.3019,-0.04038,60.913,558403520.0,0.997,0.76,-0.04858,0.00333
2161.hk,EQUITY,HKG,Hong Kong,Healthcare,2.85,814000000.0,2344320000.0,197260992.0,0.24,11.875,1.329,2.1444695,0.357,0.192,8.07,0.52884,0.25215998,14.755,141650256.0,1.61,1.317,0.18545,0.09952
2166.hk,EQUITY,HKG,Hong Kong,Technology,1.91,488681030.0,933380736.0,112474000.0,0.24,7.9583335,2.08,0.9182693,0.345,0.066,6.81,0.068569995,0.02333,63.37,-162033744.0,1.471,0.986,0.119820006,0.03362
2182.hk,EQUITY,HKG,Hong Kong,Industrials,0.425,620000000.0,263500000.0,-17308000.0,-0.03,,1.196,0.35535118,,0.117,,0.20772,-0.030569999,4.104,21806250.0,2.584,1.991,-0.02303,-0.008590001
2189.hk,EQUITY,HKG,Hong Kong,Healthcare,0.45,1000000000.0,450000000.0,21884000.0,0.02,22.5,0.437,1.0297482,,0.242,4.44,0.48282,0.06901,75.291,48909376.0,1.029,0.865,0.048189998,0.04729
2193.hk,EQUITY,HKG,Hong Kong,Industrials,0.214,419370000.0,89745176.0,-21125000.0,-0.05,,0.599,0.35726213,,-0.067,,-0.03355,-0.06293,5.003,-10514875.0,2.156,2.045,-0.08068,-0.07636
2195.hk,EQUITY,HKG,Hong Kong,Industrials,0.48,169142857.0,89645712.0,-23505000.0,-0.18,,0.841,0.5707491,,0.773,,0.04415,-0.11553001,30.086,431250.0,1.492,1.246,-0.19003001,-0.07124
2199.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,2.1,1224250000.0,2570924800.0,183891008.0,0.15,13.999999,2.584,0.8126934,2.199,0.112,4.1,0.23374,0.023459999,138.181,539395264.0,1.813,1.037,0.05628,0.05219
2203.hk,EQUITY,HKG,Hong Kong,Technology,0.206,800000000.0,171200000.0,-145775008.0,-0.18,,0.035,5.885714,,-0.372,,-0.09314,-1.63645,228.179,4198500.0,1.008,0.969,-2.94061,-0.22374001
2209.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,4.43,417187778.0,1848141824.0,22068000.0,0.4,11.075,0.161,27.515528,0.209,0.493,1.69,0.30128,0.051760003,59.933,-3709750.0,1.558,0.507,0.39905,0.14979
2221.hk,EQUITY,HKG,Hong Kong,Industrials,1.23,195063213.0,239927760.0,-80707000.0,-0.5,,1.991,0.61778,,0.765,,0.06348,-0.08685,131.363,54064248.0,0.898,0.737,-0.21285,-0.047069997
2222.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.72,507273677.0,365237056.0,-9892000.0,-0.15,,0.926,0.7775378,0.987,-0.096,,0.34680998,-0.043909997,3.998,7373875.0,3.191,2.671,-0.01825,0.00656
2223.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.8,257854000.0,206283200.0,-13238000.0,-0.05,,1.399,0.571837,,-0.035,,0.66801,-0.05445,7.299,13793250.0,3.608,2.637,-0.04303,-0.028380001
2230.hk,EQUITY,HKG,Hong Kong,Communication Services,0.255,1992000000.0,507960000.0,52311000.0,0.03,8.5,0.321,0.79439247,-0.22,0.466,5.37,0.47851002,0.080749996,0.768,137891872.0,2.568,1.569,0.087,0.07084
2232.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,7.25,2852822000.0,20682958848.0,214751008.0,0.59,12.2881365,0.539,13.450835,0.17,0.124,4.5,0.19781,0.08242,9.503,92923504.0,1.922,1.422,0.1429,0.07046
2239.hk,EQUITY,HKG,Hong Kong,Technology,0.82,324931990.0,272942848.0,-39224612.0,-0.92,,0.349,2.34957,,-0.184,1.22,0.59265,0.0,2.039,4170005.0,4.156,3.561,-0.29299,-0.02454
2250.hk,EQUITY,HKG,Hong Kong,Industrials,1.01,980993000.0,1010422784.0,-40186000.0,-0.04,,0.186,5.430107,,0.372,0.52,0.29358,-0.25434,36.437,-17997750.0,1.933,1.667,-0.20531,-0.079780005
2257.hk,EQUITY,HKG,Hong Kong,Healthcare,8.99,105395088.0,947501824.0,-14016000.0,-1.24,,-0.049,-183.46939,,-0.911,,0.38988,0.0,,-13360375.0,0.409,0.226,,-0.3984
2262.hk,EQUITY,HKG,Hong Kong,Industrials,1.06,1141401000.0,1209884928.0,9534000.0,0.01,106.0,0.27,3.9259255,,0.183,,0.39191002,0.02397,13.07,44021000.0,2.815,2.776,0.0305,0.023359999
2263.hk,EQUITY,HKG,Hong Kong,Financial Services,0.25,1000000000.0,265000000.0,2880000.0,0.0,,0.358,0.698324,-0.222,-0.269,,0.67497003,0.08769,0.131,,2.905,2.904,0.0080699995,0.00529
2288.hk,EQUITY,HKG,Hong Kong,Real Estate,0.159,375447000.0,60822412.0,-211376992.0,-0.56,,1.543,0.103046015,,,,0.11099,0.0,30.582,-29308750.0,3.677,0.496,-0.31773,-0.02841
2293.hk,EQUITY,HKG,Hong Kong,Industrials,0.54,400474000.0,216255952.0,17541000.0,0.04,13.500001,0.57,0.94736844,-0.462,-0.234,7.41,0.54452,0.23398,27.089,16206375.0,0.917,0.785,0.07836,0.04526
2295.hk,EQUITY,HKG,Hong Kong,Industrials,4.36,400000000.0,1744000000.0,10770000.0,0.03,145.33334,0.214,20.373833,1.213,0.549,,0.07804,0.042680003,47.58,15293250.0,5.295,5.041,0.1344,0.05252
2299.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,4.88,2111292000.0,10303105024.0,797128000.0,0.42,11.619048,5.338,0.9142001,0.152,-0.107,,0.084359996,0.04089,33.142,-2941958656.0,0.971,0.33,0.07298,0.018170001
2302.hk,EQUITY,HKG,Hong Kong,Energy,5.34,489168308.0,2670859008.0,213090000.0,0.44,12.136364,1.402,3.8088448,,91.517,,0.101940006,0.087799996,0.36,470902112.0,1.812,1.36,0.3788,0.10588
2307.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.182,869919000.0,159195168.0,30751000.0,0.03,6.0666666,1.978,0.09201213,0.75,0.018,3.85,0.11255,0.00797,59.614,223241872.0,1.538,0.823,0.01826,0.0007
2309.hk,EQUITY,HKG,Hong Kong,Communication Services,1.87,922783892.0,1734833792.0,-313960992.0,-0.38,,0.394,4.746193,,1.128,,-0.82902,-0.69585,,-104283624.0,0.759,0.69,-8.8019705,-0.21671
2310.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.042,1092877195.0,45900840.0,-9511000.0,-0.01,,-0.034,-1.235294,,0.047,,0.22968,-0.08406,,289625.0,0.126,0.117,,-0.04651
2312.hk,EQUITY,HKG,Hong Kong,Financial Services,1.31,416276978.0,557811136.0,8480000.0,0.03,43.666664,0.229,5.720524,,,,1.0,0.64862,0.296,5386000.0,338.932,338.83,0.11271,0.07035
2313.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,71.6,1503222397.0,108382339072.0,6486389248.0,4.71,15.201698,24.587,2.912108,0.084,0.153,3.85,0.27245,0.2116,40.037,1481756416.0,2.231,1.827,0.1825,0.071
2314.hk,EQUITY,HKG,Hong Kong,Basic Materials,2.95,4295000000.0,12970900480.0,1363723008.0,0.32,9.21875,6.716,0.43924955,0.067,-0.022,4.47,0.12505999,0.05301,76.187,-1153591168.0,1.001,0.519,0.04854,0.01447
2317.hk,EQUITY,HKG,Hong Kong,Consumer Defensive,0.65,1522742000.0,989782272.0,15313000.0,0.08,8.125,0.198,3.282828,-0.088,-0.005,7.18,0.17176001,0.040370002,10.236,43240500.0,3.72,1.44,0.05105,0.035639998
2319.hk,EQUITY,HKG,Hong Kong,Consumer Defensive,14.87,3882415622.0,58779770880.0,-295779008.0,-0.08,,10.574,1.4062794,-0.159,-0.069,3.74,0.39348,-0.0034599998,61.902,1173912192.0,0.943,0.651,-0.0031,0.03773
2320.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.085,817644000.0,69499744.0,-89963000.0,-0.11,,0.868,0.097926274,,-0.359,,0.07852,-0.52052,12.965,-19046376.0,1.002,0.816,-0.12109,-0.060170002
2322.hk,EQUITY,HKG,Hong Kong,Industrials,0.129,4120600000.0,531557376.0,-88963000.0,-0.02,,0.155,0.832258,,-0.332,,-0.00011,-1.207,0.318,-126865624.0,16.906,10.461,-0.1305,-0.073649995
2323.hk,EQUITY,HKG,Hong Kong,Technology,0.019,2648000000.0,50312000.0,-218488992.0,-0.08,,-0.045,-0.4222222,,,,1.0,0.0,,,0.552,0.082,,-0.06564
2324.hk,EQUITY,HKG,Hong Kong,Financial Services,0.13,450128249.0,60317180.0,-45530412.0,-0.11,,0.667,0.19490254,,,,0.0,0.0,13.882,-67229592.0,6.973,6.968,-0.14261,-0.09819
2326.hk,EQUITY,HKG,Hong Kong,Basic Materials,0.011,21084072140.0,231924784.0,-45881000.0,-0.0,,0.018,0.6111111,,0.307,,0.00171,-0.097559996,,16613250.0,3.456,0.898,-0.11495,-0.03706
2327.hk,EQUITY,HKG,Hong Kong,Industrials,0.28,4062856636.0,1157914112.0,39172000.0,0.01,28.0,0.3,0.9333333,0.803,-0.419,1.96,0.70133,1.02824,28.382,-37934752.0,4.082,0.159,0.03195,-0.00090000004
2330.hk,EQUITY,HKG,Hong Kong,Real Estate,0.52,452845748.0,235479792.0,-32595000.0,-0.11,,0.371,1.4016173,,2.344,,0.00758,-0.41785,123.268,20079000.0,1.224,0.069,-0.33887002,-0.02347
2336.hk,EQUITY,HKG,Hong Kong,Technology,0.201,1815910767.0,364998080.0,-6291000.0,0.1,2.01,0.2,1.005,,0.166,,0.08798,-0.03247,1.126,-1627125.0,6.669,2.25,-0.012460001,-0.00486
2339.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,1.07,861508602.0,921814272.0,-106087000.0,-0.15,,0.912,1.1732457,,0.124,,0.13036999,-0.03591,36.881,-50440624.0,1.246,0.898,-0.13554,-0.03915
2340.hk,EQUITY,HKG,Hong Kong,Industrials,0.184,764723000.0,140709040.0,-45685000.0,-0.08,,0.215,0.8558139,,0.309,,0.09132,-0.38011003,1.054,-26846000.0,1.93,1.37,-0.29304,-0.123739995
2342.hk,EQUITY,HKG,Hong Kong,Technology,2.66,3116039586.0,8319825920.0,-343976992.0,-0.13,,1.034,2.5725338,,-0.062,0.45,0.2731,-0.07846,31.48,419569632.0,1.657,1.315,-0.09653,-0.0296
2343.hk,EQUITY,HKG,Hong Kong,Industrials,2.69,5188321803.0,13956585472.0,99663000.0,0.15,17.933332,0.36,7.472222,-0.538,-0.205,2.49,0.045,0.04298,17.268,135446752.0,1.483,1.108,0.05535,0.02574
2347.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.58,492112000.0,314951680.0,20466000.0,0.04,14.5,0.55,1.0545454,-0.215,-0.175,10.34,0.1567,0.02715,10.306,-10518000.0,4.375,2.83,0.07496,0.029760001
2348.hk,EQUITY,HKG,Hong Kong,Healthcare,1.18,1503061000.0,1773611904.0,176466000.0,0.13,9.076923,2.199,0.53660756,-0.788,0.092,5.34,0.45762002,0.15851,0.277,123307624.0,4.776,4.181,0.052600004,0.02611
2349.hk,EQUITY,HKG,Hong Kong,Real Estate,0.074,3128278542.0,231492608.0,-73623000.0,-0.02,,0.189,0.39153442,,-0.035,,-0.0191,-1.54908,63.279,3030000.0,0.522,0.403,-0.12312999,-0.018760001
2350.hk,EQUITY,HKG,Hong Kong,Technology,0.46,625000000.0,293749984.0,-10320000.0,-0.02,,0.294,1.5646259,,0.529,,0.09738,-0.01638,29.272,19624624.0,1.555,0.848,-0.05469,-0.00916
2356.hk,EQUITY,HKG,Hong Kong,Financial Services,11.57,1405752132.0,16264552448.0,2243122944.0,1.49,7.7651005,24.998,0.46283704,0.128,0.125,5.36,0.0,0.41028,,,,,0.06523,0.00858
2357.hk,EQUITY,HKG,Hong Kong,Industrials,3.93,6210662836.0,31731961856.0,1966521344.0,0.27,14.555555,4.307,0.9124681,-0.178,0.114,2.24,0.19655001,0.02165,19.684,1510355584.0,1.66,1.137,0.05515,0.01539
2358.hk,EQUITY,HKG,Hong Kong,Technology,0.013,5472000000.0,82080000.0,-204175440.0,-0.01,,-0.043,-0.30232558,,2.558,,0.06948,-0.34992,2981.964,,0.438,0.31,,
